0.0042751348	0.18799406	0.08737698	-0.28398728	0.2867634	-0.0914522	0.10421954	-0.27728832	0.40333942	0.011194377	0.26813242	0.17457873	0.17530246	-0.17104115	0.0786121	0.2743004
0.16113263	-0.013157659	-0.20874089	-0.21825758	0.003150649	-0.3013651	0.24402489	-0.5300574	0.50686747	-0.03439486	0.042285275	-0.12270029	0.2528341	-0.30640462	0.10430408	0.33945373
0.0128480345	-0.1860344	-0.342651	-0.04819528	0.2329903	-0.042296346	-0.07715061	-0.21558693	0.2935852	-0.10544619	0.31278625	0.116864994	-0.026971009	-0.04954353	0.14912844	0.32932892
-0.07233295	0.15078044	0.15016808	-0.23663227	0.14880295	-0.05275457	-0.06186977	-0.18554944	0.41515854	-0.07889209	0.029504934	0.23157585	-0.073147014	-0.07440483	-0.098497994	0.29050922
0.17024605	-0.0093841795	-0.32131603	0.26185423	0.09065598	-0.22487338	-0.061888725	0.026033591	0.18440405	-0.37442425	0.21364917	0.21139283	-0.25115418	-0.13103397	-0.37495422	0.27823418
-0.26665607	-0.45743588	-0.4404921	0.16893314	0.38538262	0.45159757	-0.33827952	0.20196137	-0.15777403	-0.03938561	0.4514794	0.39001647	-0.25949576	0.423233	0.25946054	0.49477965
0.025993673	0.01391794	-0.10546682	-0.2334635	0.053733427	-0.06527837	0.106681466	-0.31743577	0.3660753	0.042709224	0.07592515	-0.055427417	0.14424436	-0.18486625	0.055367418	0.2778902
0.10292814	0.16685824	0.060744315	-0.19597816	0.19229244	-0.1243097	0.08807211	-0.24032716	0.28115034	0.07877091	0.18977153	0.15878323	0.16747232	-0.19256662	0.12064568	0.213865
-0.2084849	0.3894003	0.3162254	-0.07281523	0.42891046	0.11094968	-0.1468339	0.3049536	-0.09113778	0.10639525	0.3973227	0.3956555	-0.2937544	0.17158316	-0.26474223	-0.0071719973
-0.11340225	0.16335985	0.11975343	-0.12128771	0.24690641	0.03972104	-0.12023364	0.03926808	0.2534066	0.014952871	0.16677356	0.21774761	-0.0803423	0.054057904	0.002512572	0.21543315
-0.27423623	0.16311823	0.43158302	-0.47825935	0.18229613	0.2242738	-0.032219272	-0.46077326	0.4050953	0.44402304	0.0741362	-0.15932377	0.4578048	0.10682604	0.41325125	0.22608583
0.036579512	0.2665703	0.10159837	-0.090937644	0.2624013	-0.14161551	0.064992696	-0.12980278	0.18308425	-0.07952695	0.23056087	0.28491792	-0.052196585	-0.15276095	-0.19950081	0.12808487
-0.16970684	0.37852526	0.28949347	0.17910177	0.2577269	-0.1946604	-0.12522724	0.27288577	0.2494551	-0.35267165	0.07015784	0.45175153	-0.4738572	-0.07461993	-0.56621784	-0.07702739
-0.040105987	0.083216295	-0.023516085	-0.2526622	-0.10697892	-0.19681868	0.10702071	-0.3175727	0.4478674	-0.0779864	-0.115326494	-0.09796197	0.16684526	-0.2376693	-0.041807946	0.31933203
0.33332804	0.05692884	-0.22435878	0.1801874	-0.2361205	-0.44092703	0.33565015	-0.4085214	0.39163586	-0.31396973	-0.18146028	-0.23589365	-0.06310303	-0.39628908	-0.35093632	0.041278023
0.1250256	0.25853056	-0.07629174	0.11183786	0.034689218	-0.35782015	0.15613759	-0.1461198	0.37804207	-0.3356005	-0.019804535	0.1746425	-0.11785778	-0.27418777	-0.43932402	0.13240188
0.019060586	0.057363026	-0.021660177	0.124442466	0.08927528	-0.200139	-0.07334278	-0.06854052	0.29570755	-0.2609102	0.0020160724	0.16559203	-0.20423113	-0.09599839	-0.31311476	0.24010013
0.040087033	-0.08238557	-0.2415622	0.05018365	-0.1448369	-0.22082421	0.13083965	-0.26949605	0.38956526	-0.29266378	-0.07456886	-0.023894763	0.020977883	-0.18846343	-0.15991487	0.29331753
-0.36322272	-0.6200532	-0.56298614	0.19473554	0.09961694	0.4482292	-0.4197649	0.17499876	0.10476672	-0.19208764	0.2273642	0.28814763	-0.259152	0.45591694	0.21720085	0.51032704
-0.05537528	0.080346376	0.09099038	-0.23310564	-0.17813905	-0.2163104	0.13517754	-0.2501398	0.4187642	-0.13049747	-0.22719064	-0.09463673	0.035421144	-0.25210863	-0.16697714	0.12884817
-0.10350067	-0.0001747429	-0.06157981	-0.026174296	-0.0027792817	-0.12312535	-0.03128308	-0.14759426	0.28769347	-0.1867255	-0.032796297	0.18179026	-0.17118075	-0.07690574	-0.18646923	0.2123499
-0.032943513	0.09094848	-0.04876421	0.10437601	0.40516633	0.13638407	-0.16623563	0.25556067	-0.19462332	-0.034750253	0.46430835	0.3559337	-0.15180643	0.1274643	0.0070754904	0.18425435
0.16566227	0.26485467	0.29424125	-0.3152333	0.30728677	-0.20102264	0.15000154	-0.17391749	-0.013282038	0.19289182	0.24479957	0.15893173	0.12901148	-0.20048377	0.0661243	-0.11248932
-0.0025651995	0.022945214	-0.039256617	-0.2569886	0.09247595	0.045136765	0.07881689	-0.266274	0.24069227	0.13866201	0.047063984	-0.06818773	0.19031875	-0.058258243	0.22692753	0.25733098
0.1642254	0.07669841	-0.07384645	0.04828548	0.086175375	-0.16701834	0.08538814	-0.12121443	0.12942527	-0.112283714	0.13597143	0.08980232	-0.019550936	-0.1739483	-0.111190096	0.10770411
-0.17334297	0.08936653	-0.008702679	-0.024839127	0.19691332	0.06225221	-0.21010655	0.1242369	0.23658982	-0.10501601	0.20543264	0.29446164	-0.25881198	0.07525529	-0.24654506	0.23490962
